id,label,label_id,text,raw_text,n_words,n_chars
342,No,0,"- Last week, by 3pm on Friday, most of my team members had sent me their status reports for the week.","- Last week, by 3pm on Friday, most of my team members had sent me their status reports for the week.",21,101
344,No,0,- Offer valid until the 31st of March,- Offer valid until the 31st of March,8,37
345,No,0,- Revel is now free to use.,- Revel is now free to use.,7,27
346,No,0,-Free Delicious Thanksgiving Recipes from Bisquick,-Free Delicious Thanksgiving Recipes from Bisquick,6,50
347,No,0,-Free HUGE Box of Product Samples from 1 Year Giveaway,-Free HUGE Box of Product Samples from 1 Year Giveaway,10,54
348,No,0,-Good Morning America,-Good Morning America,3,21
349,No,0,2 DAYS TO SAVE!,2 DAYS TO SAVE!,4,15
351,No,0,30-45 minutes a day to set,30-45 minutes a day to set,6,26
352,No,0,5. mailto:$EMAIL,5. mailto:support@mycabinet.me,2,16
356,No,0,"A California native now based in San Antonio, Megan Rice Yager brings a fresh perspective to classic style.","A California native now based in San Antonio, Megan Rice Yager brings a fresh perspective to classic style.",18,107
357,No,0,A FREE lunch will be provided in the park after the game.,A FREE lunch will be provided in the park after the game.,12,57
358,No,0,A Father's Day gift he'll open every day.,A Father's Day gift he'll open every day.,8,41
359,No,0,A W4 calculates how much federal tax to withhold from your paycheck each pay period.,A W4 calculates how much federal tax to withhold from your paycheck each pay period.,15,84
361,No,0,A construction permit application for installation of an SVE remediation system for the North Crawar C/S was mailed to the TNRCC.,A construction permit application for installation of an SVE remediation system for the North Crawar C/S was mailed to the TNRCC.,21,129
362,No,0,A day trader might think you were talking about a weekly profit rather than annual.,A day trader might think you were talking about a weekly profit rather than annual.,15,83
363,No,0,"A few thoughts, see you tomorrow.","A few thoughts, see you tomorrow.",6,33
364,No,0,A few weeks ago I put together a list of key individuals for you to meet when you do come to Houston.,A few weeks ago I put together a list of key individuals for you to meet when you do come to Houston.,22,101
365,No,0,A follow-up on our discussion concerning the wisdom of IMF recommendations for Russia.,A follow-up on our discussion concerning the wisdom of IMF recommendations for Russia.,13,86
367,No,0,A lot of me into it.,A lot of me into it.,6,20
368,No,0,A meeting has been scheduled on 3/16 with the California Fish and Game to discuss the following issues: 1)presentaiton of the 1999 and 2000 annual reports which are required by the facility's 2081 permit.,A meeting has been scheduled on 3/16 with the California Fish and Game to discuss the following issues: 1)presentaiton of the 1999 and 2000 annual reports which are required by the facility's 2081 permit.,34,204
369,No,0,A plethora of picks sure to please your pooch.,A plethora of picks sure to please your pooch.,9,46
371,No,0,"A reminder: 900am Monday, my office.","A reminder: 900am Monday, my office.",6,36
372,No,0,"A slew of new power control, management, transmission and storage technologies are becoming available in the power marketplace to reduce congestion, enhance performance and improve reliability.","A slew of new power control, management, transmission and storage technologies are becoming available in the power marketplace to reduce congestion, enhance performance and improve reliability.",26,193
373,No,0,"A sound was played on iPod touch at 8:01 PM on March 8, 2013.","A sound was played on iPod touch at 8:01 PM on March 8, 2013.",14,61
374,No,0,A spirited selection to please fledgling oenophiles and connoisseurs alike.,A spirited selection to please fledgling oenophiles and connoisseurs alike.,10,75
375,No,0,"A time for the sale hasn't been specified yet, but would probably coincide with convention registration and check-in.","A time for the sale hasn't been specified yet, but would probably coincide with convention registration and check-in.",18,117
376,No,0,AND WE CAN REMIND YOU ABOUT THEM,AND WE CAN REMIND YOU ABOUT THEM,7,32
377,No,0,"About its botanic constitution, instead, until the late 18th century the strangest theories continued to be produced.","About its botanic constitution, instead, until the late 18th century the strangest theories continued to be produced.",17,117
380,No,0,"According to the contract, when volumes are overdelivered, HPL buys the gas at GD-.10.","According to the contract, when volumes are overdelivered, HPL buys the gas at GD-.10.",14,86
381,No,0,Act Now to show us you want to win!,Act Now to show us you want to win!,9,35
382,No,0,"Add butter, season with nutmeg and toss together.","Add butter, season with nutmeg and toss together.",8,49
386,No,0,"After reveiwing the documents entitled, ""Baseline Environmental Investigation of Arco North Coles Levee Plant 8, Rogas Loading Facility and Associated Natural Gas Pipeline Systems Kern County, California"" and ""Report of Preliminary Asessment Sampling North Coles Levee Gas Plant Loading Rack Area Tupman, California"", it appears that the following areas should be investigated further to detemine horizontal and vertical extent of identified contamination from the above referenced reports:","After reveiwing the documents entitled, ""Baseline Environmental Investigation of Arco North Coles Levee Plant 8, Rogas Loading Facility and Associated Natural Gas Pipeline Systems Kern County, California"" and ""Report of Preliminary Asessment Sampling North Coles Levee Gas Plant Loading Rack Area Tupman, California"", it appears that the following areas should be investigated further to detemine horizontal and vertical extent of identified contamination from the above referenced reports:",67,490
388,No,0,"Agree that humor is needed right now, though it's in short supply, so to speak....","Agree that humor is needed right now, though it's in short supply, so to speak....",15,82
389,No,0,Alan: This makes sense to me.,Alan: This makes sense to me.,6,29
390,No,0,Alert - ...A RIVER FLOOD WARNING HAS BEEN ISSUED FOR...THE MANATEE RIVER AT MYAKKA HEAD...LITTLE MANATEE RIVER AT WIMAUMA AND CYPRESS CREEK AT WORTHINGTON GARDENS... .HEAVY RAINFALL OVER THE PAST SEVERAL DAYS COMBINED WITH CONTINUED STORMS TODAY AND TOMORROW WILL ALLOW FOR SOME LOCAL RIVERS TO RISE TO FLOOD STAGE OVER THE NEXT COUPLE OF DAYS.,Alert - ...A RIVER FLOOD WARNING HAS BEEN ISSUED FOR...THE MANATEE RIVER AT MYAKKA HEAD...LITTLE MANATEE RIVER AT WIMAUMA AND CYPRESS CREEK AT WORTHINGTON GARDENS... .HEAVY RAINFALL OVER THE PAST SEVERAL DAYS COMBINED WITH CONTINUED STORMS TODAY AND TOMORROW WILL ALLOW FOR SOME LOCAL RIVERS TO RISE TO FLOOD STAGE OVER THE NEXT COUPLE OF DAYS.,56,344
393,No,0,"All of these technologies will be added to an ever-growing traffic flow of email, messaging, searches, and business communications.","All of these technologies will be added to an ever-growing traffic flow of email, messaging, searches, and business communications.",19,131
394,No,0,"All this said, and budget haggling aside, I'm sure you're aware that it's my view that 1) you do fantastic work and 2) it's great to work with you.","All this said, and budget haggling aside, I'm sure you're aware that it's my view that 1) you do fantastic work and 2) it's great to work with you.",29,147
395,No,0,"Allyson says we can scratch around in the dirt a bit (I'm paraphrasing), so I'm sure some site preparation is ok.","Allyson says we can scratch around in the dirt a bit (I'm paraphrasing), so I'm sure some site preparation is ok.",21,113
396,No,0,"Along with our launch today, we wanted to let you know we've also updated our privacy policy.","Along with our launch today, we wanted to let you know we've also updated our privacy policy.",17,93
398,No,0,Also I have some reading for you tonight - The Skiliing Story is all over the Gas Market.,Also I have some reading for you tonight - The Skiliing Story is all over the Gas Market.,18,89
399,No,0,Also discussed was NSPS fuel gas monitoring for nitrogen and sulfur and other miscellaneous air issues.,Also discussed was NSPS fuel gas monitoring for nitrogen and sulfur and other miscellaneous air issues.,16,103
402,No,0,Also how fast does this machine get to.,Also how fast does this machine get to.,8,39
403,No,0,"Also, I straightened up the deal with AT&T Long distance and they are going to correct the bill to $33.23 and starting with the next bill we are supposed to get 120 minutes a month of free long distance so talk up.","Also, I straightened up the deal with AT&T Long distance and they are going to correct the bill to $33.23 and starting with the next bill we are supposed to get 120 minutes a month of free long distance so talk up.",42,214
404,No,0,"Also, I want to manage expectations a bit about the possibility of having Enron stream the conference.","Also, I want to manage expectations a bit about the possibility of having Enron stream the conference.",17,102
407,No,0,"Also, the changes in the structure of gas demand require development of different types of storage (more peaking storage).","Also, the changes in the structure of gas demand require development of different types of storage (more peaking storage).",19,122
408,No,0,"Although fuel use and a natural gas analysis was not available at the facility, all units tested appeared to be in compliance with the permit limits.","Although fuel use and a natural gas analysis was not available at the facility, all units tested appeared to be in compliance with the permit limits.",26,149
409,No,0,"Although she is looking to fill this position within the next two weeks, she mentioned that if this didn't work out for me that she would forward my resume to the HR Recruiter, Dianne White.","Although she is looking to fill this position within the next two weeks, she mentioned that if this didn't work out for me that she would forward my resume to the HR Recruiter, Dianne White.",35,190
410,No,0,"Am just back from Disneyworld (Tyler loved it, so you will have a great time in a few weeks) today, and I did get your message.","Am just back from Disneyworld (Tyler loved it, so you will have a great time in a few weeks) today, and I did get your message.",26,127
411,No,0,American Heart Association This e-mail is a receipt for your donation of $50.00.,American Heart Association This e-mail is a receipt for your donation of $50.00.,13,80
412,No,0,Amsterdam $NUM 1.1.0,Amsterdam 1850-1940 1.1.0,3,20
413,No,0,An exchange that Commerce One is helping build for the big automakers is about to crank up.,An exchange that Commerce One is helping build for the big automakers is about to crank up.,17,91
414,No,0,"And Coming Soon to a Theater Near You: Son of GodFrom the producers of The Bible, watch for the Bible-series-turned-motion-picture event, Son of God, scheduled to hit theaters February 28, 2014!","And Coming Soon to a Theater Near You: Son of GodFrom the producers of The Bible, watch for the Bible-series-turned-motion-picture event, Son of God, scheduled to hit theaters February 28, 2014!",31,194
415,No,0,And I think we've worked closely enough together over the last year for you to have a basis for reviewing me.,And I think we've worked closely enough together over the last year for you to have a basis for reviewing me.,21,109
416,No,0,And I think you know that we are fully ready to help in any way we can in the weeks and months ahead.,And I think you know that we are fully ready to help in any way we can in the weeks and months ahead.,23,101
417,No,0,And I want to show you it all.,And I want to show you it all.,8,30
420,No,0,"And if those challenges become problems for the company, the company could become a problem for the entire B2B sector, as investors realize all over again how hard it will be to make B2B work.","And if those challenges become problems for the company, the company could become a problem for the entire B2B sector, as investors realize all over again how hard it will be to make B2B work.",35,192
421,No,0,"And in case you want to listen to some music on your own for a while, just click on the Switch and go to My Stream to enjoy your very own Personal Radio experience.","And in case you want to listen to some music on your own for a while, just click on the Switch and go to My Stream to enjoy your very own Personal Radio experience.",34,164
422,No,0,And it took me a while to find the right mentor when I first started online.,And it took me a while to find the right mentor when I first started online.,16,76
423,No,0,And my apologies for not having included you on the email distribution list sooner.,And my apologies for not having included you on the email distribution list sooner.,14,83
424,No,0,And only you can decide when your hip pain is getting in the way of how you want to live.,And only you can decide when your hip pain is getting in the way of how you want to live.,20,89
425,No,0,And should I see if Scott and/or Donald want to attend?,And should I see if Scott and/or Donald want to attend?,11,55
426,No,0,"And to help shake off the winter blues, we're offering a huge 20% off all photobooks until 30 June.","And to help shake off the winter blues, we're offering a huge 20% off all photobooks until 30 June.",19,99
427,No,0,And we need some more details (in addition to what Jim did) if possible.,And we need some more details (in addition to what Jim did) if possible.,14,72
428,No,0,"And with that, we'd like to share with you our plans for the next 75 days.","And with that, we'd like to share with you our plans for the next 75 days.",16,74
429,No,0,"And yes, all by email (save for, say, the preliminary chat).","And yes, all by email (save for, say, the preliminary chat).",11,60
430,No,0,"And your delivery of the information was very well done -- you were poised, organized, prepared and confident.","And your delivery of the information was very well done -- you were poised, organized, prepared and confident.",18,110
431,No,0,Another purpose for the trip is to spend some time with Fernley and his business controllers to get their ideas on specific goals that as a group we would commit to for 2000.,Another purpose for the trip is to spend some time with Fernley and his business controllers to get their ideas on specific goals that as a group we would commit to for 2000.,33,174
432,No,0,"Another sytem is to deep fry the truffles in the oil, obtaining a sauce you can save in the refrigerator for about a month.","Another sytem is to deep fry the truffles in the oil, obtaining a sauce you can save in the refrigerator for about a month.",24,123
434,No,0,Any other follow-info from last Tuesday'Wednesday's meeting that I should be aware of?,Any other follow-info from last Tuesday'Wednesday's meeting that I should be aware of?,13,86
435,No,0,Any other use of the email by you is prohibited.,Any other use of the email by you is prohibited.,10,48
436,No,0,"Anyway, I dont want to send up a red flag to the state of Colorado.","Anyway, I dont want to send up a red flag to the state of Colorado.",15,67
437,No,0,"Anyway, I hope you'll still comment on the presentation, and I'm glad that you've agreed to do part of it on Thursday.","Anyway, I hope you'll still comment on the presentation, and I'm glad that you've agreed to do part of it on Thursday.",22,118
438,No,0,Apparently two are opening this year in NJ:,Apparently two are opening this year in NJ:,8,43
439,No,0,"Apple celebrates App Store birthday on 11 July, 56,000+ apps in 1 year","Apple celebrates App Store birthday on 11 July, 56,000+ apps in 1 year",13,70
442,No,0,"April 5-19 15,000/day delivered to Mobil Beaumont at IF HSC - .055.","April 5-19 15,000/day delivered to Mobil Beaumont at IF HSC - .055.",12,67
443,No,0,"April fools, BenWiggin!","April fools, BenWiggin!",3,23
444,No,0,Are more available?,Are more available?,3,19
445,No,0,Are there alternative liquid markets available that might have better pricing?,Are there alternative liquid markets available that might have better pricing?,11,78
446,No,0,Are there any issues from your point of view?,Are there any issues from your point of view?,9,45
449,No,0,"As I also mentioned, the first weekend in April is when the Roundtop Antiques Festival is.","As I also mentioned, the first weekend in April is when the Roundtop Antiques Festival is.",16,90
450,No,0,"As Martin and I had mentioned, Matt is taking the SAT's for the first time on Sat., Jan 26th.","As Martin and I had mentioned, Matt is taking the SAT's for the first time on Sat., Jan 26th.",19,93
451,No,0,"As a follow-up to our conversation in London when you said I should bring to your attention any concerns I might have with financial trading issues, the following has recently come up as an issue here in Houston (and does so from time to time).","As a follow-up to our conversation in London when you said I should bring to your attention any concerns I might have with financial trading issues, the following has recently come up as an issue here in Houston (and does so from time to time).",45,244
452,No,0,"As a result, most companies that file a bankruptcy petition, but which inetend to remain in business, seek the specific authority of the bankruptcy court to make payments on the priority wage claims immediately so that employees will experience little or no disruption in their wage/salary payments while they continue working.","As a result, most companies that file a bankruptcy petition, but which inetend to remain in business, seek the specific authority of the bankruptcy court to make payments on the priority wage claims immediately so that employees will experience little or no disruption in their wage/salary payments while they continue working.",51,327
453,No,0,"As a thank you, for any pictures we use, we would like to pay for your company to have 30 minutes of live one on one training and support with one of our product experts to help you get even more from Schedule it.","As a thank you, for any pictures we use, we would like to pay for your company to have 30 minutes of live one on one training and support with one of our product experts to help you get even more from Schedule it.",44,213
454,No,0,"As always, thank you for your continued support, and please don't hesitate to reach out with any comments or questions!","As always, thank you for your continued support, and please don't hesitate to reach out with any comments or questions!",20,119
456,No,0,"As for meeting with Herman, should J Keenan be included as well?","As for meeting with Herman, should J Keenan be included as well?",12,64
457,No,0,"As long as the New York review isn't the week of January 15th, then I think I will still target that week for a London trip.","As long as the New York review isn't the week of January 15th, then I think I will still target that week for a London trip.",26,124
460,No,0,"As we discussed this morning, I have reviewed the subject agreement that you faxed to me.","As we discussed this morning, I have reviewed the subject agreement that you faxed to me.",16,89
461,No,0,"As we discussed yesterday, Laird and I spoke and we think that the presentation is good to go for Thursday.","As we discussed yesterday, Laird and I spoke and we think that the presentation is good to go for Thursday.",20,107
463,No,0,"As we discussed, attached is a confidential draft of the Corporate Services Agreement between Garden State Paper Company LLC and ENA.","As we discussed, attached is a confidential draft of the Corporate Services Agreement between Garden State Paper Company LLC and ENA.",21,133
464,No,0,"As we discussed, attached is my Cheat Sheet which I use to guide me when approving non-US counterparties that come in through EnronOnline via Houston Credit.","As we discussed, attached is my Cheat Sheet which I use to guide me when approving non-US counterparties that come in through EnronOnline via Houston Credit.",26,157
465,No,0,"As we discussed, this is the most recent version of the proposed fix to the Direct Access prohibition included in AB1X that the coalition of customer groups have been working on.","As we discussed, this is the most recent version of the proposed fix to the Direct Access prohibition included in AB1X that the coalition of customer groups have been working on.",31,178
467,No,0,As we discussed...,As we discussed...,3,18
468,No,0,"As we have discussed before, the more relevant statistics are the job group numbers and not the gross statistics.","As we have discussed before, the more relevant statistics are the job group numbers and not the gross statistics.",19,113
469,No,0,"As we have suggested throughout the crisis, any solution to California cris is must focus on four issues: Increase supply Decrease demand Establish a truly competitive retail electricity market Return California=01,s Investor-owned utilities to solvency Increase supply--Legislative vehicle: SB28X (Sher) To site and construct a power plant in Texas takes approximately 2 years.","As we have suggested throughout the crisis, any solution to California cris is must focus on four issues: Increase supply Decrease demand Establish a truly competitive retail electricity market Return California=01,s Investor-owned utilities to solvency Increase supply--Legislative vehicle: SB28X (Sher) To site and construct a power plant in Texas takes approximately 2 years.",53,378
470,No,0,"As well, from a corporate development point of view which parts of the value chain ie) IPP, E&P, utility, assets, etc are undervalued given current commodity curves and expectations.","As well, from a corporate development point of view which parts of the value chain ie) IPP, E&P, utility, assets, etc are undervalued given current commodity curves and expectations.",29,182
475,No,0,"At the meetings, I think it would be helpful to go through the following discussions/agenda: a) review the Brazilian and Argentine gas and power markets - flows, grid, participants (bids and offers), assets, pool structures, regulatory and political environment, currency and credit challenges, supply and demand & historical prices and volumes; b) review ESA's current regulated/un-regulated assets and generation strategy; c) review ESA current book positions, market views, products and product development; and d) brief review of other S. American markets.","At the meetings, I think it would be helpful to go through the following discussions/agenda: a) review the Brazilian and Argentine gas and power markets - flows, grid, participants (bids and offers), assets, pool structures, regulatory and political environment, currency and credit challenges, supply and demand & historical prices and volumes; b) review ESA's current regulated/un-regulated assets and generation strategy; c) review ESA current book positions, market views, products and product development; and d) brief review of other S. American markets.",81,560
476,No,0,At this point have have emailed Mr. Heffner a few times.,At this point have have emailed Mr. Heffner a few times.,11,56
477,No,0,"At this point, we are working on a best, worst and most likely case for a revenue model, plus getting some teeth behind our up front costs.","At this point, we are working on a best, worst and most likely case for a revenue model, plus getting some teeth behind our up front costs.",27,139
479,No,0,"Atos Origin, a leading global information technology services provider, helps clients turn their vision into results through the effective use of E-business solutions and IT.","Atos Origin, a leading global information technology services provider, helps clients turn their vision into results through the effective use of E-business solutions and IT.",25,174
480,No,0,"Attached is a clean version and a redlined version of the above-referenced document which incorporates the changes that we discussed with the exception of the end of Section 4.2, Section 4.5 and Section 4.6.","Attached is a clean version and a redlined version of the above-referenced document which incorporates the changes that we discussed with the exception of the end of Section 4.2, Section 4.5 and Section 4.6.",34,207
481,No,0,Attached is a forwards detail by risk of the deals in question.,Attached is a forwards detail by risk of the deals in question.,12,63
482,No,0,Attached is a memo that Rick plans to send out - I hope that attaching this makes it easy for you to take care of this.,Attached is a memo that Rick plans to send out - I hope that attaching this makes it easy for you to take care of this.,26,119
483,No,0,Attached is the latest version of the Transaction Agreement which incorporates the changes that were discussed yesterday.,Attached is the latest version of the Transaction Agreement which incorporates the changes that were discussed yesterday.,17,121
485,No,0,August 2013 How to Add a New Version to Your Post,August 2013 How to Add a New Version to Your Post,11,49
486,No,0,"August 22, 2012, Night: $LINK","August 22, 2012, Night: $LINK",5,29
487,No,0,"August 23, 2012, Late Night: $LINK","August 23, 2012, Late Night: $LINK",6,34
488,No,0,"August 8, 2012, Night: $LINK","August 8, 2012, Night: $LINK",5,28
489,No,0,"Automatically receive an extra 40% off* all red tag clearance items in-store or online through this Monday, September 2nd, 2013!","Automatically receive an extra 40% off* all red tag clearance items in-store or online through this Monday, September 2nd, 2013!",20,128
490,No,0,"Autumn - White Mountains, New Hampshire $LINK","Autumn - White Mountains, New Hampshire $LINK",7,45
491,No,0,Autumn Nights,Autumn Nights,2,13
493,No,0,Backs doing ok right now.,Backs doing ok right now.,5,25
494,No,0,Based on our discussions this morning:,Based on our discussions this morning:,6,38
495,No,0,"Based on your note, I faxed my Direct Deposit change to Renee Kelso a week or so ago and wanted to check with her to see that she'd received it and that it was in process, but I can't find her name in email.","Based on your note, I faxed my Direct Deposit change to Renee Kelso a week or so ago and wanted to check with her to see that she'd received it and that it was in process, but I can't find her name in email.",44,207
496,No,0,"Because the utility has been forced to buy from the PX, and because the market structure in California gives customers no incentive to switch, the utility continues to control the overwhelming majority of the load in California.","Because the utility has been forced to buy from the PX, and because the market structure in California gives customers no incentive to switch, the utility continues to control the overwhelming majority of the load in California.",37,228
497,No,0,"Before I go into the depths of my answer, i would like to clarify few points about my answer.","Before I go into the depths of my answer, i would like to clarify few points about my answer.",19,93
498,No,0,"Before I launch on the effort, just wanted to check in and see if this rings a bell with you.","Before I launch on the effort, just wanted to check in and see if this rings a bell with you.",20,93
499,No,0,"Before we can activate your subscription and send you anything, inlcuding a password to our downloads, you have to confirm your subscription using the link below.","Before we can activate your subscription and send you anything, inlcuding a password to our downloads, you have to confirm your subscription using the link below.",26,162
500,No,0,"Before we go forward and do this type of testing, it is useful to ascertain the purpose/goal of the tests.","Before we go forward and do this type of testing, it is useful to ascertain the purpose/goal of the tests.",20,106
501,No,0,Ben Jacoby is having an offsite Friday at the Hyatt for the East Development group to discuss 2001.,Ben Jacoby is having an offsite Friday at the Hyatt for the East Development group to discuss 2001.,18,99
503,No,0,"Besides Grants, there are other financial aid options that can help you get back in school: loans, scholarships, work study programs, etc.","Besides Grants, there are other financial aid options that can help you get back in school: loans, scholarships, work study programs, etc.",22,138
504,No,0,"Beth is in fact in Monterrey, Mexico today and tomorrow, completing a review of that office.","Beth is in fact in Monterrey, Mexico today and tomorrow, completing a review of that office.",16,92
505,No,0,Bill Kettlewell Client Service Representative Electric Reliability Council of Texas E-mail: $EMAIL,Bill Kettlewell Client Service Representative Electric Reliability Council of Texas E-mail: BKettlewell@ercot.com,12,98
506,No,0,Bio: I'm kinky as hell and want to fuck you harder than you've ever been fucked before.,Bio: I'm kinky as hell and want to fuck you harder than you've ever been fucked before.,17,87
507,No,0,"Blake Jamieson, our Director of Social Media, is an award-winning social media expert and would like to help you get started with Glyder.","Blake Jamieson, our Director of Social Media, is an award-winning social media expert and would like to help you get started with Glyder.",23,137
509,No,0,Bob did tell me to email stuff about school to you.,Bob did tell me to email stuff about school to you.,11,51
511,No,0,"Bob: as of right now, the following are leaving","Bob: as of right now, the following are leaving",9,47
512,No,0,Brett wiggs tells me that he faxed me signature pages last week.,Brett wiggs tells me that he faxed me signature pages last week.,12,64
513,No,0,Bridgeline -- prepared assignment letter agreements to assign Enron personnel to Bridgeline.,Bridgeline -- prepared assignment letter agreements to assign Enron personnel to Bridgeline.,12,92
514,No,0,Bruce: I think your suggestion makes sense.,Bruce: I think your suggestion makes sense.,7,43
515,No,0,"Bryan, it doesn't line up very well but this shows that we received 150 dth at St 85 and delivered 145 to PSNC.","Bryan, it doesn't line up very well but this shows that we received 150 dth at St 85 and delivered 145 to PSNC.",23,111
516,No,0,"Burton wants the state to buy and operate PG&E's and Edison's transmission system and create a state power authority that would get in the business of (among other things) developing, financing, constructing and operating power plants and natural gas pipelines.","Burton wants the state to buy and operate PG&E's and Edison's transmission system and create a state power authority that would get in the business of (among other things) developing, financing, constructing and operating power plants and natural gas pipelines.",40,261
517,No,0,Business as usual here forward.,Business as usual here forward.,5,31
518,No,0,But I think there's enough of a structure so that we can easily finalize by tomorrow.,But I think there's enough of a structure so that we can easily finalize by tomorrow.,16,85
519,No,0,"But Turner, who sources said was reluctant to make a quarterback change at this point and retains confidence in Johnson, acknowledged the team needs new focus more than a new starter.","But Turner, who sources said was reluctant to make a quarterback change at this point and retains confidence in Johnson, acknowledged the team needs new focus more than a new starter.",31,183
521,No,0,"But competitors, most notably Oracle (ORCL:Nasdaq), pooh-poohed the deal, saying that stringing together complex technologies through acquisitions is easier said than done.","But competitors, most notably Oracle (ORCL:Nasdaq), pooh-poohed the deal, saying that stringing together complex technologies through acquisitions is easier said than done.",22,172
522,No,0,"But eventually we have to address issues beyond grieving, helping, and bringing the lunatics to justice.","But eventually we have to address issues beyond grieving, helping, and bringing the lunatics to justice.",16,104
523,No,0,"But in a possible indication that investors may have just been reaching for any B2B stock, Ventro finished up $2.69, or 21%, at $15.50 on no news.","But in a possible indication that investors may have just been reaching for any B2B stock, Ventro finished up $2.69, or 21%, at $15.50 on no news.",27,146
525,No,0,But she did make the dances for the next two try-outs: a kick rountine and a pom routine.,But she did make the dances for the next two try-outs: a kick rountine and a pom routine.,18,89
526,No,0,"But while the (otherwise perishable) thoughts are still fresh in my mind from the hearings on Monday and Tuesday, I wanted to throw out some observations for discussion in the days/weeks ahead.","But while the (otherwise perishable) thoughts are still fresh in my mind from the hearings on Monday and Tuesday, I wanted to throw out some observations for discussion in the days/weeks ahead.",32,193
527,No,0,"But, the list of things to fix and do keeps getting longer and longer.","But, the list of things to fix and do keeps getting longer and longer.",14,70
528,No,0,"By now, you've probably signed up on all of them and you're ready to signup for some more...","By now, you've probably signed up on all of them and you're ready to signup for some more...",18,92
529,No,0,"By the way, I was talking to my friend and colleague Rose, and she tells me that the company has hired a car to take Rose, another person and me home on Thursday after the big party.","By the way, I was talking to my friend and colleague Rose, and she tells me that the company has hired a car to take Rose, another person and me home on Thursday after the big party.",37,182
530,No,0,"By the way, Redmond will take responsibility for the Pan Nat arbitration as per our discussion.","By the way, Redmond will take responsibility for the Pan Nat arbitration as per our discussion.",16,95
531,No,0,"By voice mail, I suggested Ted Murphy as a substitute for Rick Buy for the meeting.","By voice mail, I suggested Ted Murphy as a substitute for Rick Buy for the meeting.",16,83
532,No,0,CNG also reserves the right to reject contingent bids and bids from any party that does not qualify for service in accordance with all applicable provisions of CNG's FERC Gas Tariff.,CNG also reserves the right to reject contingent bids and bids from any party that does not qualify for service in accordance with all applicable provisions of CNG's FERC Gas Tariff.,31,182
533,No,0,CR [aka conference room] 5C1.,CR [aka conference room] 5C1.,5,29
534,No,0,"California should therefore begin now to gradually phase the utility out of the procurement 20 function entirely, with the goal having all customers served by a non-utili ty provider within 36 months.","California should therefore begin now to gradually phase the utility out of the procurement 20 function entirely, with the goal having all customers served by a non-utili ty provider within 36 months.",32,200
535,No,0,Call being scheduled for Wednesday it appears.,Call being scheduled for Wednesday it appears.,7,46
536,No,0,"Can I catch a cab and get to the Woodlands by 1? Otherwise, I'll come out the night before.","Can I catch a cab and get to the Woodlands by 1? Otherwise, I'll come out the night before.",19,91
537,No,0,Can get that number.,Can get that number.,4,20
538,No,0,"Carlos joined us, too.","Carlos joined us, too.",4,22
539,No,0,Celebrate Independence Day with us and Save up to 50%!,Celebrate Independence Day with us and Save up to 50%!,10,54
541,No,0,Check out my videos on youtube if you want to know what's going on - with a beat,Check out my videos on youtube if you want to know what's going on - with a beat,18,80
543,No,0,"Chris, the numbers are getting pretty large - we are trying to find a reasonable cut-off before this turns into an All-Employee meeting at the Hyatt.","Chris, the numbers are getting pretty large - we are trying to find a reasonable cut-off before this turns into an All-Employee meeting at the Hyatt.",26,149
544,No,0,Christmas is the time of sharing and we would like to take our part in that.,Christmas is the time of sharing and we would like to take our part in that.,16,76
545,No,0,Cindy Olson called to thank me and Sarah Davis did meet with me to discuss the memo.,Cindy Olson called to thank me and Sarah Davis did meet with me to discuss the memo.,17,84
546,No,0,Class on Thursday.,Class on Thursday.,3,18
548,No,0,Click here if you want to stop future ads from this sponsor.,Click here if you want to stop future ads from this sponsor.,12,60
549,No,0,Coding NOW is the perfect time to start.,Coding NOW is the perfect time to start.,8,40
550,No,0,Cole is doing his best to either run Jake off or make him tough.,Cole is doing his best to either run Jake off or make him tough.,14,64
551,No,0,Confirmation Number: 9136-0D887D6436 Email Address: $EMAIL,Confirmation Number: 9136-0D887D6436 Email Address: mark.e.haedicke@enron.com,6,58
552,No,0,"Confirmed speakers to date: Jeff Skilling (Tuesday, October 24 - available 9:30 am to 1:00 pm)","Confirmed speakers to date: Jeff Skilling (Tuesday, October 24 - available 9:30 am to 1:00 pm)",16,94
554,No,0,"Consistent with my discussions with Reagan, I have revised the body of the interim agreement.","Consistent with my discussions with Reagan, I have revised the body of the interim agreement.",15,93
555,No,0,"Copyright and any other intellectual property rights in its contents are the sole property of Tradespark, Inc. E-mail transmission cannot be guaranteed to be secure or error-free.","Copyright and any other intellectual property rights in its contents are the sole property of Tradespark, Inc. E-mail transmission cannot be guaranteed to be secure or error-free.",27,179
557,No,0,"Credit will put them on tonight's list, meanwhile, we need to open them up to trade all financial immediately.","Credit will put them on tonight's list, meanwhile, we need to open them up to trade all financial immediately.",19,110
558,No,0,Currently there are no bids ( Scott and I will get with Dick this afternoon).,Currently there are no bids ( Scott and I will get with Dick this afternoon).,15,77
559,No,0,"Currently, HPL has advised Calpine of an upcoming event of force majeure which will require a cessation of deliveries of gas to the facility which certain regulatory mandated tests are being performed on the A-S pipeline.","Currently, HPL has advised Calpine of an upcoming event of force majeure which will require a cessation of deliveries of gas to the facility which certain regulatory mandated tests are being performed on the A-S pipeline.",36,221
