id,label,label_id,text,raw_text,n_words,n_chars
280,No,0,"If you want to make adjustments, just launch the M.dot app to edit your site.","If you want to make adjustments, just launch the M.dot app to edit your site.",15,77
281,No,0,If you want to make more than you know what to do with...,If you want to make more than you know what to do with…,13,57
282,No,0,"If you want to resend your commands, send them to $EMAIL","If you want to resend your commands, send them to lyris@aallnet.org",11,56
283,No,0,"If you win, you'll be able to do special things for people you care about, to free yourself and your family from financial worries -- and to splurge on life's luxuries.","If you win, you'll be able to do special things for people you care about, to free yourself and your family from financial worries -- and to splurge on life's luxuries.",31,168
284,No,0,"If you wish to continue, please follow the link below:","If you wish to continue, please follow the link below:",10,54
285,No,0,"If you would prefer a different card, you can view those other options immediately, as well.","If you would prefer a different card, you can view those other options immediately, as well.",16,92
286,No,0,"If you would still like to shop for a vehicle, you can re-apply at $LINK","If you would still like to shop for a vehicle, you can re-apply at www.RoadLoans.com",15,72
287,No,0,If you'd like to get some hands on tips and advice for using Zapier just add this event to your calendar for next Wednesday .,If you'd like to get some hands on tips and advice for using Zapier just add this event to your calendar for next Wednesday .,25,125
288,No,0,"If you'd like to turn off these messages, please visit your notification settings.","If you'd like to turn off these messages, please visit your notification settings.",13,82
289,No,0,"If you'd like to update your email preferences, please visit:","If you'd like to update your email preferences, please visit:",10,61
290,No,0,"If you'd prefer to discontinue via mail request, please send to:","If you'd prefer to discontinue via mail request, please send to:",11,64
291,No,0,"In the old days, you could only flow $NUM/$NUM of the MDQ from secondary points.","In the old days, you could only flow 7/12 of the MDQ from secondary points.",15,80
292,No,0,Is it possible to get some idea of exactly what the amount to be refunded is? Thanks so much again for your help.,Is it possible to get some idea of exactly what the amount to be refunded is? Thanks so much again for your help.,23,113
293,No,0,Jus call me Nessa ♌ @finesse__ah,Jus call me Nessa ♌ @finesse__ah,6,32
294,No,0,"Learn how to carve a turkey, or if you’re hungry for some escapism post-feast, we can help.","Learn how to carve a turkey, or if you’re hungry for some escapism post-feast, we can help.",17,91
295,No,0,Millions of businesses desperately need your help and the valuable services you could provide them if you want to.,Millions of businesses desperately need your help and the valuable services you could provide them if you want to.,19,114
296,No,0,Next week I can give you more info on that.,Next week I can give you more info on that.,10,43
297,No,0,"Or maybe you have personal goals you want to keep, well, personal.","Or maybe you have personal goals you want to keep, well, personal.",12,66
298,No,0,"Passwords are a fact of life and we've all had some bad ones, but if you use one of the following $NUM password you might want to rethink your strategy!","Passwords are a fact of life and we've all had some bad ones, but if you use one of the following 25 password you might want to rethink your strategy!",30,152
299,No,0,See the email below for the ID and password.,See the email below for the ID and password.,9,44
300,No,0,Sharon Jones & The Dap-Kings - Give the People What They Want: $LINK,Sharon Jones & The Dap-Kings - Give the People What They Want: $LINK,13,68
301,No,0,Show us that you want to win by clicking below.,Show us that you want to win by clicking below.,10,47
302,No,0,Some content has specific hardware or software requirements; please review product information before purchasing.,Some content has specific hardware or software requirements; please review product information before purchasing.,14,113
303,No,0,"Specifically, we buy/sell gas at the Exxon Katy Plant and were wondering the ""Force Majeure"" ramifications of the the Plant closing due to freeze-offs, i.e. can we claim Force Majeure in that instance and what remedies are provided for in the EOL contract language?","Specifically, we buy/sell gas at the Exxon Katy Plant and were wondering the ""Force Majeure"" ramifications of the the Plant closing due to freeze-offs, i.e. can we claim Force Majeure in that instance and what remedies are provided for in the EOL contract language?",44,265
304,No,0,"Specifically, we buy/sell gas at the Exxon Katy Plant and were wondering the Force Majeure ramifications of the the Plant closing due to freeze-offs, i.e. can we claim Force Majeure in that instance and what remedies are provided for in the EOL contract language?","Specifically, we buy/sell gas at the Exxon Katy Plant and were wondering the Force Majeure ramifications of the the Plant closing due to freeze-offs, i.e. can we claim Force Majeure in that instance and what remedies are provided for in the EOL contract language?",44,263
305,No,0,Sticker Pop Quiz: Can you guess what's that movie or tv show in this emoji icon word game? $NUM Device: iOS Universal Category: Games Price:...,Sticker Pop Quiz: Can you guess what's that movie or tv show in this emoji icon word game? 1.1 Device: iOS Universal Category: Games Price:...,25,143
306,No,0,Tell us what you buy Jude Spear!!!,Tell us what you buy Jude Spear!!!,7,34
307,No,0,Thanks Bill--see my other email.,Thanks Bill--see my other email.,5,32
308,No,0,"The cost of materials includes the bridge, should I order redwood for the deck amd have it delivered?","The cost of materials includes the bridge, should I order redwood for the deck amd have it delivered?",18,101
309,No,0,"The event will be in April; of course depending on her schedule this can change, but we have reserved the Snowmass Conference Center for the 19th.","The event will be in April; of course depending on her schedule this can change, but we have reserved the Snowmass Conference Center for the 19th.",26,146
310,No,0,"The upstairs is untouched, however, so you can make yourselves at home.","The upstairs is untouched, however, so you can make yourselves at home.",12,71
311,No,0,"Then, if you'd like, answer a few questions about your goals, and we'll point you toward some tools you might be interested in.","Then, if you'd like, answer a few questions about your goals, and we'll point you toward some tools you might be interested in.",23,127
312,No,0,There is a lot of pessimism in the distributed energy community right now ?,There is a lot of pessimism in the distributed energy community right now ?,14,75
313,No,0,"This house was by far the nicest and best bang for your buck, but in a suspect neighborhood - it looks like they are building a lot of townhouses close though check it out . . .","This house was by far the nicest and best bang for your buck, but in a suspect neighborhood - it looks like they are building a lot of townhouses close though check it out . . .",37,177
314,No,0,"Until August 31st, you will be able to download and save all your videos onto your iOS mobile device.","Until August 31st, you will be able to download and save all your videos onto your iOS mobile device.",19,101
315,No,0,We hope you find something you like!,We hope you find something you like!,7,36
316,No,0,We would like to connect you with credit card companies who are offering credit cards that might be a great match for your needs!,We would like to connect you with credit card companies who are offering credit cards that might be a great match for your needs!,24,129
317,No,0,"Whether you want to give the gift of organization or make your own life a little simpler, it's the best time of the year to get Neat!","Whether you want to give the gift of organization or make your own life a little simpler, it's the best time of the year to get Neat!",27,133
318,No,0,Wish I could send you with a shopping list for me!!,Wish I could send you with a shopping list for me!!,11,51
319,No,0,"Wow, can you believe only a week?","Wow, can you believe only a week?",7,33
320,No,0,You can even input a particular OfficeDrop folder where you'd like to send the file.,You can even input a particular OfficeDrop folder where you'd like to send the file.,15,84
321,No,0,"You can get good speaker packages, but many of them are not really good.","You can get good speaker packages, but many of them are not really good.",14,72
322,No,0,You need more resources immediately from inside.,You need more resources immediately from inside.,7,48
323,No,0,"You will be contacted as soon as possible after June $NUM, $NUM to notify you of those requests that have been approved.","You will be contacted as soon as possible after June 23, 2000 to notify you of those requests that have been approved.",22,120
324,No,0,"Your request to track Phototranslator for iPhone was received, please follow the link below to activate your deal alert:","Your request to track Phototranslator for iPhone was received, please follow the link below to activate your deal alert:",19,120
325,No,0,Z0 or Zl to Broad Run: I can give you $.$NUM ($.$NUM demand/$.$NUM,Z0 or Zl to Broad Run: I can give you $.18 ($.16 demand/$.02,13,66
326,No,0,"\n\nRemember, the sale is for this weekend ONLY!\n\nEnjoy and happy collecting!\n\nEthan C. Allen\nSort It! Apps - Founder\n\nIf you don't want to hear from me anymore, just go here: $LINK","\n\nRemember, the sale is for this weekend ONLY!\n\nEnjoy and happy collecting!\n\nEthan C. Allen\nSort It! Apps - Founder\n\nIf you don't want to hear from me anymore, just go here: $LINK",29,188
327,No,0,"again and happy collecting!\n\nEthan C. Allen\nSort It Apps, LLC - Founder\n\nIf you don't want to hear from me anymore, just go here: $LINK","again and happy collecting!\n\nEthan C. Allen\nSort It Apps, LLC - Founder\n\nIf you don't want to hear from me anymore, just go here: $LINK",23,140
328,No,0,"gallery are great, and I'd like to know when you post more.","gallery are great, and I'd like to know when you post more.",12,59
329,No,0,"photos have a new home, we'd like to help you get to know Revel.","photos have a new home, we'd like to help you get to know Revel.",14,64
330,No,0,"If you activate your account today, you can claim one of the offers below:","If you activate your account today, you can claim one of the offers below:",14,74
331,No,0,"""I would like to thank both agents Charles and Conroy for their help and patience.",&quot;I would like to thank both agents Charles and Conroy for their help and patience.,15,82
332,No,0,"""The guy that assisted me with my booking was awesome.",&quot;The guy that assisted me with my booking was awesome.,10,54
333,No,0,"* If you delete a photo by accident, you can restore it from the SnapSync website.","* If you delete a photo by accident, you can restore it from the SnapSync website.",16,82
334,No,0,"* If you edit the map, when you return to Files view you can either discard your changes, or save it as a new map","* If you edit the map, when you return to Files view you can either discard your changes, or save it as a new map",25,113
335,No,0,* If you want to check out a map manually...,* If you want to check out a map manually...,10,44
336,No,0,* Press the name of the account you want to access,* Press the name of the account you want to access,11,50
337,No,0,* Tap the command you want to use,* Tap the command you want to use,8,33
338,No,0,*** BREAKING NEWS: President Obama Marks Independence Day: Thanks America's Military $LINK,*** BREAKING NEWS: President Obama Marks Independence Day: Thanks America's Military $LINK,12,90
339,No,0,*iOS $NUM compatible!*Now able to set a personalized PIN code for your Neat account*Improved naming of documents in NeatCloud*Bug fixes and other improvements,*iOS 7 compatible!*Now able to set a personalized PIN code for your Neat account*Improved naming of documents in NeatCloud*Bug fixes and other improvements,23,158
340,No,0,- How senses help you discover the world,- How senses help you discover the world,8,40
341,No,0,"- Last week, by 3pm on Friday, most of my team members had sent me their status reports for the week.","- Last week, by 3pm on Friday, most of my team members had sent me their status reports for the week.",21,101
342,No,0,- Must be able to work at least $NUM minutes a day,- Must be able to work at least 30 minutes a day,12,50
343,No,0,- Offer valid until the 31st of March,- Offer valid until the 31st of March,8,37
344,No,0,- Revel is now free to use.,- Revel is now free to use.,7,27
345,No,0,-Free Delicious Thanksgiving Recipes from Bisquick,-Free Delicious Thanksgiving Recipes from Bisquick,6,50
346,No,0,-Free HUGE Box of Product Samples from $NUM Year Giveaway,-Free HUGE Box of Product Samples from 1 Year Giveaway,10,57
347,No,0,-Good Morning America,-Good Morning America,3,21
348,No,0,$NUM DAYS TO SAVE!,2 DAYS TO SAVE!,4,18
349,No,0,"$NUM) On Thanksgiving, we want to take the opportunity to say thanks to you for being a LivingOrganized customer.","2) On Thanksgiving, we want to take the opportunity to say thanks to you for being a LivingOrganized customer.",19,113
350,No,0,$NUM minutes a day to set,30-45 minutes a day to set,6,25
351,No,0,$NUM. mailto:$EMAIL,5. mailto:support@mycabinet.me,2,19
352,No,0,$NUMEleven: Today Only! Free Small Slurpee,7-Eleven: Today Only! Free Small Slurpee,6,42
353,No,0,$NUMHour $$NUM or Less Sale! Hurry Offers End at Midnight Tomorrow!,99-Hour $99 or Less Sale! Hurry Offers End at Midnight Tomorrow!,11,67
354,No,0,@DupreeDiamond2 can't wait to hear the I couldn't use my phone AND the computer you LENT me $NUM weeks ago FOR ONE NIGHT stopped with the web,@DupreeDiamond2 can't wait to hear the I couldn't use my phone AND the computer you LENT me 2 weeks ago FOR ONE NIGHT stopped with the web,27,141
355,No,0,"A California native now based in San Antonio, Megan Rice Yager brings a fresh perspective to classic style.","A California native now based in San Antonio, Megan Rice Yager brings a fresh perspective to classic style.",18,107
356,No,0,A FREE lunch will be provided in the park after the game.,A FREE lunch will be provided in the park after the game.,12,57
357,No,0,A Father's Day gift he'll open every day.,A Father's Day gift he'll open every day.,8,41
358,No,0,A W4 calculates how much federal tax to withhold from your paycheck each pay period.,A W4 calculates how much federal tax to withhold from your paycheck each pay period.,15,84
359,No,0,A condition of all permitting issues is that the carbs are not supposed to be installed on the units (preconstruction) until approval has been given by the agency.,A condition of all permitting issues is that the carbs are not supposed to be installed on the units (preconstruction) until approval has been given by the agency.,28,163
360,No,0,A construction permit application for installation of an SVE remediation system for the North Crawar C/S was mailed to the TNRCC.,A construction permit application for installation of an SVE remediation system for the North Crawar C/S was mailed to the TNRCC.,21,129
361,No,0,A day trader might think you were talking about a weekly profit rather than annual.,A day trader might think you were talking about a weekly profit rather than annual.,15,83
362,No,0,"A few thoughts, see you tomorrow.","A few thoughts, see you tomorrow.",6,33
363,No,0,A few weeks ago I put together a list of key individuals for you to meet when you do come to Houston.,A few weeks ago I put together a list of key individuals for you to meet when you do come to Houston.,22,101
364,No,0,A follow-up on our discussion concerning the wisdom of IMF recommendations for Russia.,A follow-up on our discussion concerning the wisdom of IMF recommendations for Russia.,13,86
365,No,0,A huge thank you to our friends at Gap and the Ellen Degeneres Show for featuring Gyft this week.,A huge thank you to our friends at Gap and the Ellen Degeneres Show for featuring Gyft this week.,19,97
366,No,0,A lot of me into it.,A lot of me into it.,6,20
367,No,0,A meeting has been scheduled on $NUM/$NUM with the California Fish and Game to discuss the following issues: $NUM)presentaiton of the $NUM and $NUM annual reports which are required by the facility's $NUM permit.,A meeting has been scheduled on 3/16 with the California Fish and Game to discuss the following issues: 1)presentaiton of the 1999 and 2000 annual reports which are required by the facility's 2081 permit.,34,212
368,No,0,A plethora of picks sure to please your pooch.,A plethora of picks sure to please your pooch.,9,46
369,No,0,A presentation was given to the Transwestern Marketing Group in Houston over the PCB issues affecting sales of natural gas into western markets.,A presentation was given to the Transwestern Marketing Group in Houston over the PCB issues affecting sales of natural gas into western markets.,23,144
370,No,0,"A reminder: 900am Monday, my office.","A reminder: 900am Monday, my office.",6,36
371,No,0,"A slew of new power control, management, transmission and storage technologies are becoming available in the power marketplace to reduce congestion, enhance performance and improve reliability.","A slew of new power control, management, transmission and storage technologies are becoming available in the power marketplace to reduce congestion, enhance performance and improve reliability.",26,193
372,No,0,"A sound was played on iPod touch at $NUM:$NUM PM on March $NUM, $NUM.","A sound was played on iPod touch at 8:01 PM on March 8, 2013.",14,69
373,No,0,A spirited selection to please fledgling oenophiles and connoisseurs alike.,A spirited selection to please fledgling oenophiles and connoisseurs alike.,10,75
374,No,0,"A time for the sale hasn't been specified yet, but would probably coincide with convention registration and check-in.","A time for the sale hasn't been specified yet, but would probably coincide with convention registration and check-in.",18,117
375,No,0,AND WE CAN REMIND YOU ABOUT THEM,AND WE CAN REMIND YOU ABOUT THEM,7,32
376,No,0,"About its botanic constitution, instead, until the late 18th century the strangest theories continued to be produced.","About its botanic constitution, instead, until the late 18th century the strangest theories continued to be produced.",17,117
377,No,0,"According to David Scott at New Power, they did not make any adjustments to the bill.","According to David Scott at New Power, they did not make any adjustments to the bill.",16,85
378,No,0,"According to the TNRCC, they will allow this activity provided that the above is true and that we prove that emissions and horsepower will not increase.","According to the TNRCC, they will allow this activity provided that the above is true and that we prove that emissions and horsepower will not increase.",26,152
379,No,0,"According to the contract, when volumes are overdelivered, HPL buys the gas at GD-.$NUM.","According to the contract, when volumes are overdelivered, HPL buys the gas at GD-.10.",14,88
380,No,0,Act Now to show us you want to win!,Act Now to show us you want to win!,9,35
381,No,0,"Add butter, season with nutmeg and toss together.","Add butter, season with nutmeg and toss together.",8,49
382,No,0,"After all requests are received, we will review the request and make a determination on granting compression based on capacity available and the capacity requests.","After all requests are received, we will review the request and make a determination on granting compression based on capacity available and the capacity requests.",25,163
383,No,0,"After graduating form high school, I took a semester off for personal reasons, and during this time I began to read again; however, I had difficulty in finding books to read, which led me to looking for the best sellers list.","After graduating form high school, I took a semester off for personal reasons, and during this time I began to read again; however, I had difficulty in finding books to read, which led me to looking for the best sellers list.",41,225
384,No,0,"After making a few changes, AA should be forwarding to you a copy of the draft document later this afternoon.","After making a few changes, AA should be forwarding to you a copy of the draft document later this afternoon.",20,109
385,No,0,"After reveiwing the documents entitled, ""Baseline Environmental Investigation of Arco North Coles Levee Plant $NUM, Rogas Loading Facility and Associated Natural Gas Pipeline Systems Kern County, California"" and ""Report of Preliminary Asessment Sampling North Coles Levee Gas Plant Loading Rack Area Tupman, California"", it appears that the following areas should be investigated further to detemine horizontal and vertical extent of identified contamination from the above referenced reports:","After reveiwing the documents entitled, ""Baseline Environmental Investigation of Arco North Coles Levee Plant 8, Rogas Loading Facility and Associated Natural Gas Pipeline Systems Kern County, California"" and ""Report of Preliminary Asessment Sampling North Coles Levee Gas Plant Loading Rack Area Tupman, California"", it appears that the following areas should be investigated further to detemine horizontal and vertical extent of identified contamination from the above referenced reports:",67,493
386,No,0,"After reveiwing the documents entitled, Baseline Environmental Investigation of Arco North Coles Levee Plant $NUM, Rogas Loading Facility and Associated Natural Gas Pipeline Systems Kern County, California and Report of Preliminary Asessment Sampling North Coles Levee Gas Plant Loading Rack Area Tupman, California, it appears that the following areas should be investigated further to detemine horizontal and vertical extent of identified contamination from the above referenced reports:","After reveiwing the documents entitled, Baseline Environmental Investigation of Arco North Coles Levee Plant 8, Rogas Loading Facility and Associated Natural Gas Pipeline Systems Kern County, California and Report of Preliminary Asessment Sampling North Coles Levee Gas Plant Loading Rack Area Tupman, California, it appears that the following areas should be investigated further to detemine horizontal and vertical extent of identified contamination from the above referenced reports:",67,489
387,No,0,"Agree that humor is needed right now, though it's in short supply, so to speak....","Agree that humor is needed right now, though it's in short supply, so to speak....",15,82
388,No,0,Alan: This makes sense to me.,Alan: This makes sense to me.,6,29
389,No,0,Alert - ...A RIVER FLOOD WARNING HAS BEEN ISSUED FOR...THE MANATEE RIVER AT MYAKKA HEAD...LITTLE MANATEE RIVER AT WIMAUMA AND CYPRESS CREEK AT WORTHINGTON GARDENS... .HEAVY RAINFALL OVER THE PAST SEVERAL DAYS COMBINED WITH CONTINUED STORMS TODAY AND TOMORROW WILL ALLOW FOR SOME LOCAL RIVERS TO RISE TO FLOOD STAGE OVER THE NEXT COUPLE OF DAYS.,Alert - ...A RIVER FLOOD WARNING HAS BEEN ISSUED FOR...THE MANATEE RIVER AT MYAKKA HEAD...LITTLE MANATEE RIVER AT WIMAUMA AND CYPRESS CREEK AT WORTHINGTON GARDENS... .HEAVY RAINFALL OVER THE PAST SEVERAL DAYS COMBINED WITH CONTINUED STORMS TODAY AND TOMORROW WILL ALLOW FOR SOME LOCAL RIVERS TO RISE TO FLOOD STAGE OVER THE NEXT COUPLE OF DAYS.,56,344
390,No,0,"Alice, for the employee we discussed last week, here is information on payee.","Alice, for the employee we discussed last week, here is information on payee.",13,77
391,No,0,All business voice mail messages require a prompt response from our business unit.,All business voice mail messages require a prompt response from our business unit.,13,82
392,No,0,"All of these technologies will be added to an ever-growing traffic flow of email, messaging, searches, and business communications.","All of these technologies will be added to an ever-growing traffic flow of email, messaging, searches, and business communications.",19,131
393,No,0,"All this said, and budget haggling aside, I'm sure you're aware that it's my view that $NUM) you do fantastic work and $NUM) it's great to work with you.","All this said, and budget haggling aside, I'm sure you're aware that it's my view that 1) you do fantastic work and 2) it's great to work with you.",29,153
394,No,0,"Allyson says we can scratch around in the dirt a bit (I'm paraphrasing), so I'm sure some site preparation is ok.","Allyson says we can scratch around in the dirt a bit (I'm paraphrasing), so I'm sure some site preparation is ok.",21,113
395,No,0,"Along with our launch today, we wanted to let you know we've also updated our privacy policy.","Along with our launch today, we wanted to let you know we've also updated our privacy policy.",17,93
396,No,0,Already have an outstanding costume for a Halloween night?,Already have an outstanding costume for a Halloween night?,9,58
397,No,0,Also I have some reading for you tonight - The Skiliing Story is all over the Gas Market.,Also I have some reading for you tonight - The Skiliing Story is all over the Gas Market.,18,89
398,No,0,Also discussed was NSPS fuel gas monitoring for nitrogen and sulfur and other miscellaneous air issues.,Also discussed was NSPS fuel gas monitoring for nitrogen and sulfur and other miscellaneous air issues.,16,103
399,No,0,Also discussed was the permitting approach which will be followed for the approval to install micro pre combustion chambers on two White units which were found to be out of compliance with the air permit emissions limits when the New Mexico Air Quality Bureau conducted a surprise inspection at the facility.,Also discussed was the permitting approach which will be followed for the approval to install micro pre combustion chambers on two White units which were found to be out of compliance with the air permit emissions limits when the New Mexico Air Quality Bureau conducted a surprise inspection at the facility.,51,308
400,No,0,"Also for your information, we are working on $NUM acquisition deals that will be coming out soon, $NUM is to buy a mill and coul d be announced next week, which will also clarify and add to the story since we will have access to physical pulp and paper.","Also for your information, we are working on 2 acquisition deals that will be coming out soon, 1 is to buy a mill and coul d be announced next week, which will also clarify and add to the story since we will have access to physical pulp and paper.",49,253
401,No,0,Also how fast does this machine get to.,Also how fast does this machine get to.,8,39
402,No,0,"Also, I straightened up the deal with AT&T Long distance and they are going to correct the bill to $$NUM and starting with the next bill we are supposed to get $NUM minutes a month of free long distance so talk up.","Also, I straightened up the deal with AT&T Long distance and they are going to correct the bill to $33.23 and starting with the next bill we are supposed to get 120 minutes a month of free long distance so talk up.",42,214
403,No,0,"Also, I want to manage expectations a bit about the possibility of having Enron stream the conference.","Also, I want to manage expectations a bit about the possibility of having Enron stream the conference.",17,102
404,No,0,"Also, I've assumed that we won't send Dennis any of the data from EE&CC or ENA.","Also, I've assumed that we won't send Dennis any of the data from EE&CC or ENA.",16,79
405,No,0,"Also, Sunday is Astroworld day for Enron employees, but you probably won't get here early enough to do that either...","Also, Sunday is Astroworld day for Enron employees, but you probably won't get here early enough to do that either...",20,117
406,No,0,"Also, the changes in the structure of gas demand require development of different types of storage (more peaking storage).","Also, the changes in the structure of gas demand require development of different types of storage (more peaking storage).",19,122
407,No,0,"Although fuel use and a natural gas analysis was not available at the facility, all units tested appeared to be in compliance with the permit limits.","Although fuel use and a natural gas analysis was not available at the facility, all units tested appeared to be in compliance with the permit limits.",26,149
408,No,0,"Although she is looking to fill this position within the next two weeks, she mentioned that if this didn't work out for me that she would forward my resume to the HR Recruiter, Dianne White.","Although she is looking to fill this position within the next two weeks, she mentioned that if this didn't work out for me that she would forward my resume to the HR Recruiter, Dianne White.",35,190
409,No,0,"Am just back from Disneyworld (Tyler loved it, so you will have a great time in a few weeks) today, and I did get your message.","Am just back from Disneyworld (Tyler loved it, so you will have a great time in a few weeks) today, and I did get your message.",26,127
410,No,0,American Heart Association This e-mail is a receipt for your donation of $$NUM.,American Heart Association This e-mail is a receipt for your donation of $50.00.,13,79
411,No,0,Amsterdam $NUM $NUM,Amsterdam 1850-1940 1.1.0,3,19
412,No,0,An exchange that Commerce One is helping build for the big automakers is about to crank up.,An exchange that Commerce One is helping build for the big automakers is about to crank up.,17,91
413,No,0,"And Coming Soon to a Theater Near You: Son of GodFrom the producers of The Bible, watch for the Bible-series-turned-motion-picture event, Son of God, scheduled to hit theaters February $NUM, $NUM!","And Coming Soon to a Theater Near You: Son of GodFrom the producers of The Bible, watch for the Bible-series-turned-motion-picture event, Son of God, scheduled to hit theaters February 28, 2014!",31,196
414,No,0,And I think we've worked closely enough together over the last year for you to have a basis for reviewing me.,And I think we've worked closely enough together over the last year for you to have a basis for reviewing me.,21,109
415,No,0,And I think you know that we are fully ready to help in any way we can in the weeks and months ahead.,And I think you know that we are fully ready to help in any way we can in the weeks and months ahead.,23,101
416,No,0,And I want to show you it all.,And I want to show you it all.,8,30
417,No,0,"And I would do it on a $NUM day lag like this, today is the 9th, give him the balance for the 7th.","And I would do it on a 2 day lag like this, today is the 9th, give him the balance for the 7th.",23,98
418,No,0,And change the order of some items by pressing and holding the $NUM gray lines next to the item you want to move - and dragging the item up/down,And change the order of some items by pressing and holding the 3 gray lines next to the item you want to move - and dragging the item up/down,29,144
419,No,0,"And if those challenges become problems for the company, the company could become a problem for the entire B2B sector, as investors realize all over again how hard it will be to make B2B work.","And if those challenges become problems for the company, the company could become a problem for the entire B2B sector, as investors realize all over again how hard it will be to make B2B work.",35,192
420,No,0,"And in case you want to listen to some music on your own for a while, just click on the Switch and go to My Stream to enjoy your very own Personal Radio experience.","And in case you want to listen to some music on your own for a while, just click on the Switch and go to My Stream to enjoy your very own Personal Radio experience.",34,164
421,No,0,And it took me a while to find the right mentor when I first started online.,And it took me a while to find the right mentor when I first started online.,16,76
422,No,0,And my apologies for not having included you on the email distribution list sooner.,And my apologies for not having included you on the email distribution list sooner.,14,83
423,No,0,And only you can decide when your hip pain is getting in the way of how you want to live.,And only you can decide when your hip pain is getting in the way of how you want to live.,20,89
424,No,0,And should I see if Scott and/or Donald want to attend?,And should I see if Scott and/or Donald want to attend?,11,55
425,No,0,"And to help shake off the winter blues, we're offering a huge $NUM% off all photobooks until $NUM June.","And to help shake off the winter blues, we're offering a huge 20% off all photobooks until 30 June.",19,103
426,No,0,And we need some more details (in addition to what Jim did) if possible.,And we need some more details (in addition to what Jim did) if possible.,14,72
427,No,0,"And with that, we'd like to share with you our plans for the next $NUM days.","And with that, we'd like to share with you our plans for the next 75 days.",16,76
428,No,0,"And yes, all by email (save for, say, the preliminary chat).","And yes, all by email (save for, say, the preliminary chat).",11,60
429,No,0,"And your delivery of the information was very well done -- you were poised, organized, prepared and confident.","And your delivery of the information was very well done -- you were poised, organized, prepared and confident.",18,110
430,No,0,Another purpose for the trip is to spend some time with Fernley and his business controllers to get their ideas on specific goals that as a group we would commit to for $NUM.,Another purpose for the trip is to spend some time with Fernley and his business controllers to get their ideas on specific goals that as a group we would commit to for 2000.,33,174
431,No,0,"Another sytem is to deep fry the truffles in the oil, obtaining a sauce you can save in the refrigerator for about a month.","Another sytem is to deep fry the truffles in the oil, obtaining a sauce you can save in the refrigerator for about a month.",24,123
432,No,0,Any first class upgrades available?,Any first class upgrades available?,5,35
433,No,0,Any other follow-info from last Tuesday'Wednesday's meeting that I should be aware of?,Any other follow-info from last Tuesday'Wednesday's meeting that I should be aware of?,13,86
434,No,0,Any other use of the email by you is prohibited.,Any other use of the email by you is prohibited.,10,48
435,No,0,"Anyway, I dont want to send up a red flag to the state of Colorado.","Anyway, I dont want to send up a red flag to the state of Colorado.",15,67
436,No,0,"Anyway, I hope you'll still comment on the presentation, and I'm glad that you've agreed to do part of it on Thursday.","Anyway, I hope you'll still comment on the presentation, and I'm glad that you've agreed to do part of it on Thursday.",22,118
437,No,0,Apparently two are opening this year in NJ:,Apparently two are opening this year in NJ:,8,43
438,No,0,"Apple celebrates App Store birthday on $NUM July, $NUM+ apps in $NUM year","Apple celebrates App Store birthday on 11 July, 56,000+ apps in 1 year",13,73
439,No,0,Approximately $NUM% of your IT budget is managing boxes ( fixed assets) that has no competitive value.,Approximately 25% of your IT budget is managing boxes ( fixed assets) that has no competitive value.,17,102
440,No,0,April $NUM $NUM: Fertile Day $NUM - Est due date $NUM/$NUM/$NUM $NUM: Fertile Day $NUM - Est due date $NUM/$NUM/$NUM $NUM: Fertile Day $NUM - Est due date $NUM/$NUM/$NUM $NUM: Fertile Day $NUM - most likely to ovulate $NUM: Fertile Day $NUM - Est due date $NUM/$NUM/$NUM $NUM: Period Day $NUM $NUM: Period Day $NUM $NUM: Period Day $NUM $NUM: Period Day $NUM $NUM: Period Day $NUM $NUM: Period Day $NUM $NUM: Period Day $NUM,April 2011 02: Fertile Day 1 - Est due date 12/18/11 03: Fertile Day 2 - Est due date 12/18/11 04: Fertile Day 3 - Est due date 12/18/11 05: Fertile Day 4 - most likely to ovulate 06: Fertile Day 5 - Est due date 12/18/11 18: Period Day 1 19: Period Day 2 20: Period Day 3 21: Period Day 4 22: Period Day 5 23: Period Day 6 24: Period Day 7,75,424
441,No,0,April $NUM $NUM/day delivered to Mobil Beaumont at IF HSC - .$NUM.,"April 5-19 15,000/day delivered to Mobil Beaumont at IF HSC - .055.",12,66
442,No,0,"April fools, BenWiggin!","April fools, BenWiggin!",3,23
443,No,0,Are more available?,Are more available?,3,19
444,No,0,Are there alternative liquid markets available that might have better pricing?,Are there alternative liquid markets available that might have better pricing?,11,78
445,No,0,Are there any issues from your point of view?,Are there any issues from your point of view?,9,45
446,No,0,"Are we still holding Wednesday, June $NUM, for the ETS Associate and Analyst Mid-Year $NUM PRC?","Are we still holding Wednesday, June 27, for the ETS Associate and Analyst Mid-Year 2001 PRC?",16,95
447,No,0,"Ariba has hailed the acquisition as one that gives it best-of-breed auction capability, which it would integrate into its own suite of software products.","Ariba has hailed the acquisition as one that gives it best-of-breed auction capability, which it would integrate into its own suite of software products.",24,153
448,No,0,"As I also mentioned, the first weekend in April is when the Roundtop Antiques Festival is.","As I also mentioned, the first weekend in April is when the Roundtop Antiques Festival is.",16,90
449,No,0,"As Martin and I had mentioned, Matt is taking the SAT's for the first time on Sat., Jan 26th.","As Martin and I had mentioned, Matt is taking the SAT's for the first time on Sat., Jan 26th.",19,93
